codigo,descripcion,capitulo,grupo,categoria_codigo,categoria_descripcion,nivel,activo,linea_origen
N324,"RUPTURA DE LA VEJIGA, NO TRAUMATICA",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N32,OTROS TRASTORNOS DE LA VEJIGA,SUBCATEGORIA,1,6630
N328,OTROS TRASTORNOS ESPECIFICADOS DE LA VEJIGA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N32,OTROS TRASTORNOS DE LA VEJIGA,SUBCATEGORIA,1,6631
N329,"TRASTORNO DE LA VEJIGA, NO ESPECIFICADO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N32,OTROS TRASTORNOS DE LA VEJIGA,SUBCATEGORIA,1,6632
N33,TRASTORNOS DE LA VEJIGA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N33,TRASTORNOS DE LA VEJIGA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CATEGORIA,1,6633
N330,CISTITIS TUBERCULOSA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N33,TRASTORNOS DE LA VEJIGA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6634
N338,TRASTORNOS DE LA VEJIGA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N33,TRASTORNOS DE LA VEJIGA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6635
N34,URETRITIS Y SINDROME URETRAL,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N34,URETRITIS Y SINDROME URETRAL,CATEGORIA,1,6636
N340,ABSCESO URETRAL,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N34,URETRITIS Y SINDROME URETRAL,SUBCATEGORIA,1,6637
N341,URETRITIS NO ESPECIFICA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N34,URETRITIS Y SINDROME URETRAL,SUBCATEGORIA,1,6638
N342,OTRAS URETRITIS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N34,URETRITIS Y SINDROME URETRAL,SUBCATEGORIA,1,6639
N343,"SINDROME URETRAL, NO ESPECIFICADO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N34,URETRITIS Y SINDROME URETRAL,SUBCATEGORIA,1,6640
N35,ESTRECHEZ URETRAL,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N35,ESTRECHEZ URETRAL,CATEGORIA,1,6641
N350,ESTRECHEZ URETRAL POSTRAUMATICA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N35,ESTRECHEZ URETRAL,SUBCATEGORIA,1,6642
N351,"ESTRECHEZ URETRAL POSTINFECCION, NO CLASIFICADA EN OTRA PARTE",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N35,ESTRECHEZ URETRAL,SUBCATEGORIA,1,6643
N358,OTRAS ESTRECHECES URETRALES,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N35,ESTRECHEZ URETRAL,SUBCATEGORIA,1,6644
N359,"ESTRECHEZ URETRAL, NO ESPECIFICADA",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N35,ESTRECHEZ URETRAL,SUBCATEGORIA,1,6645
N36,OTROS TRASTORNOS DE LA URETRA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N36,OTROS TRASTORNOS DE LA URETRA,CATEGORIA,1,6646
N360,FISTULA DE LA URETRA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N36,OTROS TRASTORNOS DE LA URETRA,SUBCATEGORIA,1,6647
N361,DIVERTICULO DE LA URETRA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N36,OTROS TRASTORNOS DE LA URETRA,SUBCATEGORIA,1,6648
N362,CARUNCULA URETRAL,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N36,OTROS TRASTORNOS DE LA URETRA,SUBCATEGORIA,1,6649
N363,PROLAPSO DE LA MUCOSA URETRAL,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N36,OTROS TRASTORNOS DE LA URETRA,SUBCATEGORIA,1,6650
N368,OTROS TRASTORNOS ESPECIFICADOS DE LA URETRA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N36,OTROS TRASTORNOS DE LA URETRA,SUBCATEGORIA,1,6651
N369,"TRASTORNO DE LA URETRA, NO ESPECIFICADO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N36,OTROS TRASTORNOS DE LA URETRA,SUBCATEGORIA,1,6652
N37,TRASTORNOS DE LA URETRA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N37,TRASTORNOS DE LA URETRA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CATEGORIA,1,6653
N370,URETRITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N37,TRASTORNOS DE LA URETRA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6654
N378,OTROS TRASTORNOS URETRALES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N37,TRASTORNOS DE LA URETRA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6655
N39,OTROS TRASTORNOS DEL SISTEMA URINARIO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N39,OTROS TRASTORNOS DEL SISTEMA URINARIO,CATEGORIA,1,6656
N390,"INFECCION DE VIAS URINARIAS, SITIO NO ESPECIFICADO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N39,OTROS TRASTORNOS DEL SISTEMA URINARIO,SUBCATEGORIA,1,6657
N391,"PROTEINURIA PERSISTENTE, NO ESPECIFICADA",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N39,OTROS TRASTORNOS DEL SISTEMA URINARIO,SUBCATEGORIA,1,6658
N392,"PROTEINURIA ORTOSTATICA, NO ESPECIFICADA",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N39,OTROS TRASTORNOS DEL SISTEMA URINARIO,SUBCATEGORIA,1,6659
N393,INCONTINENCIA URINARIA POR TENSION,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N39,OTROS TRASTORNOS DEL SISTEMA URINARIO,SUBCATEGORIA,1,6660
N394,OTRAS INCONTINENCIAS URINARIAS ESPECIFICADAS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N39,OTROS TRASTORNOS DEL SISTEMA URINARIO,SUBCATEGORIA,1,6661
N398,OTROS TRASTORNOS ESPECIFICADOS DEL SISTEMA URINARIO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N39,OTROS TRASTORNOS DEL SISTEMA URINARIO,SUBCATEGORIA,1,6662
N399,"TRASTORNO DEL SISTEMA URINARIO, NO ESPECIFICADO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N30 - N39) OTRAS ENFERMEDADES DEL SISTEMA URINARIO,N39,OTROS TRASTORNOS DEL SISTEMA URINARIO,SUBCATEGORIA,1,6663
N40,HIPERPLASIA DE LA PROSTATA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N40,HIPERPLASIA DE LA PROSTATA,CATEGORIA,1,6665
N40X,HIPERPLASIA DE LA PROSTATA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N40,HIPERPLASIA DE LA PROSTATA,SUBCATEGORIA,1,6666
N41,ENFERMEDADES INFLAMATORIAS DE LA PROSTATA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N41,ENFERMEDADES INFLAMATORIAS DE LA PROSTATA,CATEGORIA,1,6667
N410,PROSTATITIS AGUDA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N41,ENFERMEDADES INFLAMATORIAS DE LA PROSTATA,SUBCATEGORIA,1,6668
N411,PROSTATITIS CRONICA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N41,ENFERMEDADES INFLAMATORIAS DE LA PROSTATA,SUBCATEGORIA,1,6669
N412,ABSCESO DE LA PROSTATA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N41,ENFERMEDADES INFLAMATORIAS DE LA PROSTATA,SUBCATEGORIA,1,6670
N413,PROSTATOCISTITIS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N41,ENFERMEDADES INFLAMATORIAS DE LA PROSTATA,SUBCATEGORIA,1,6671
N418,OTRAS ENFERMEDADES INFLAMATORIAS DE LA PROSTATA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N41,ENFERMEDADES INFLAMATORIAS DE LA PROSTATA,SUBCATEGORIA,1,6672
N419,"ENFERMEDAD INFLAMATORIA DE LA PROSTATA, NO ESPECIFICADA",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N41,ENFERMEDADES INFLAMATORIAS DE LA PROSTATA,SUBCATEGORIA,1,6673
N42,OTROS TRASTORNOS DE LA PROSTATA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N42,OTROS TRASTORNOS DE LA PROSTATA,CATEGORIA,1,6674
N420,CALCULO DE LA PROSTATA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N42,OTROS TRASTORNOS DE LA PROSTATA,SUBCATEGORIA,1,6675
N421,CONGESTION Y HEMORRAGIA DE LA PROSTATA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N42,OTROS TRASTORNOS DE LA PROSTATA,SUBCATEGORIA,1,6676
N422,ATROFIA DE LA PROSTATA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N42,OTROS TRASTORNOS DE LA PROSTATA,SUBCATEGORIA,1,6677
N423,DISPLASIA DE LA PROSTATA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N42,OTROS TRASTORNOS DE LA PROSTATA,SUBCATEGORIA,1,6678
N428,OTROS TRASTORNOS ESPECIFICADOS DE LA PROSTATA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N42,OTROS TRASTORNOS DE LA PROSTATA,SUBCATEGORIA,1,6679
N429,"TRASTORNO DE LA PROSTATA, NO ESPECIFICADO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N42,OTROS TRASTORNOS DE LA PROSTATA,SUBCATEGORIA,1,6680
N43,HIDROCELE Y ESPERMATOCELE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N43,HIDROCELE Y ESPERMATOCELE,CATEGORIA,1,6681
N430,HIDROCELE ENQUISTADO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N43,HIDROCELE Y ESPERMATOCELE,SUBCATEGORIA,1,6682
N431,HIDROCELE INFECTADO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N43,HIDROCELE Y ESPERMATOCELE,SUBCATEGORIA,1,6683
N432,OTROS HIDROCELES,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N43,HIDROCELE Y ESPERMATOCELE,SUBCATEGORIA,1,6684
N433,"HIDROCELE, NO ESPECIFICADO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N43,HIDROCELE Y ESPERMATOCELE,SUBCATEGORIA,1,6685
N434,ESPERMATOCELE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N43,HIDROCELE Y ESPERMATOCELE,SUBCATEGORIA,1,6686
N44,TORSION DEL TESTICULO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N44,TORSION DEL TESTICULO,CATEGORIA,1,6687
N44X,TORSION DEL TESTICULO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N44,TORSION DEL TESTICULO,SUBCATEGORIA,1,6688
N45,ORQUITIS Y EPIDIDIMITIS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N45,ORQUITIS Y EPIDIDIMITIS,CATEGORIA,1,6689
N450,"ORQUITIS, EPIDIDIMITIS Y ORQUIEPIDIDIMITIS CON ABSCESO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N45,ORQUITIS Y EPIDIDIMITIS,SUBCATEGORIA,1,6690
N459,"ORQUITIS, EPIDIDIMITIS Y ORQUIEPIDIDIMITIS SIN ABSCESO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N45,ORQUITIS Y EPIDIDIMITIS,SUBCATEGORIA,1,6691
N46,ESTERILIDAD EN EL VARON,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N46,ESTERILIDAD EN EL VARON,CATEGORIA,1,6692
N46X,ESTERILIDAD EN EL VARON,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N46,ESTERILIDAD EN EL VARON,SUBCATEGORIA,1,6693
N47,"PREPUCIO REDUNDANTE, FIMOSIS Y PARAFIMOSIS",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N47,"PREPUCIO REDUNDANTE, FIMOSIS Y PARAFIMOSIS",CATEGORIA,1,6694
N47X,"PREPUCIO REDUNDANTE, FIMOSIS Y PARAFIMOSIS",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N47,"PREPUCIO REDUNDANTE, FIMOSIS Y PARAFIMOSIS",SUBCATEGORIA,1,6695
N48,OTROS TRASTORNOS DEL PENE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N48,OTROS TRASTORNOS DEL PENE,CATEGORIA,1,6696
N480,LEUCOPLASIA DEL PENE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N48,OTROS TRASTORNOS DEL PENE,SUBCATEGORIA,1,6697
N481,BALANOPOSTITIS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N48,OTROS TRASTORNOS DEL PENE,SUBCATEGORIA,1,6698
N482,OTROS TRASTORNOS INFLAMATORIOS DEL PENE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N48,OTROS TRASTORNOS DEL PENE,SUBCATEGORIA,1,6699
N483,PRIAPISMO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N48,OTROS TRASTORNOS DEL PENE,SUBCATEGORIA,1,6700
N484,IMPOTENCIA DE ORIGEN ORGANICO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N48,OTROS TRASTORNOS DEL PENE,SUBCATEGORIA,1,6701
N485,ULCERA DEL PENE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N48,OTROS TRASTORNOS DEL PENE,SUBCATEGORIA,1,6702
N486,INDURACION PLASTICA DEL PENE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N48,OTROS TRASTORNOS DEL PENE,SUBCATEGORIA,1,6703
N488,OTROS TRASTORNOS ESPECIFICADOS DEL PENE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N48,OTROS TRASTORNOS DEL PENE,SUBCATEGORIA,1,6704
N489,"TRASTORNO DEL PENE, NO ESPECIFICADO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N48,OTROS TRASTORNOS DEL PENE,SUBCATEGORIA,1,6705
N49,"TRASTORNOS INFLAMATORIOS DE ORGANOS GENITALES MASCULINOS, NO CLASIFICADOS EN OTRA PARTE",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N49,"TRASTORNOS INFLAMATORIOS DE ORGANOS GENITALES MASCULINOS, NO CLASIFICADOS EN OTRA PARTE",CATEGORIA,1,6706
N490,TRASTORNOS INFLAMATORIOS DE VESICULA SEMINAL,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N49,"TRASTORNOS INFLAMATORIOS DE ORGANOS GENITALES MASCULINOS, NO CLASIFICADOS EN OTRA PARTE",SUBCATEGORIA,1,6707
N491,"TRASTORNOS INFLAMATORIOS DEL CORDON ESPERMATICO, TUNICA VAGINAL Y CONDUCTO DEFERENTE",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N49,"TRASTORNOS INFLAMATORIOS DE ORGANOS GENITALES MASCULINOS, NO CLASIFICADOS EN OTRA PARTE",SUBCATEGORIA,1,6708
N492,TRASTORNOS INFLAMATORIOS DEL ESCROTO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N49,"TRASTORNOS INFLAMATORIOS DE ORGANOS GENITALES MASCULINOS, NO CLASIFICADOS EN OTRA PARTE",SUBCATEGORIA,1,6709
N498,OTROS TRASTORNOS INFLAMATORIOS DE LOS ORGANOS GENITALES MASCULINOS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N49,"TRASTORNOS INFLAMATORIOS DE ORGANOS GENITALES MASCULINOS, NO CLASIFICADOS EN OTRA PARTE",SUBCATEGORIA,1,6710
N499,"TRASTORNO INFLAMATORIO DE ORGANO GENITAL MASCULINO, NO ESPECIFICADO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N49,"TRASTORNOS INFLAMATORIOS DE ORGANOS GENITALES MASCULINOS, NO CLASIFICADOS EN OTRA PARTE",SUBCATEGORIA,1,6711
N50,OTROS TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N50,OTROS TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS,CATEGORIA,1,6712
N500,ATROFIA DEL TESTICULO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N50,OTROS TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS,SUBCATEGORIA,1,6713
N501,TRASTORNOS VASCULARES DE LOS ORGANOS GENITALES MASCULINOS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N50,OTROS TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS,SUBCATEGORIA,1,6714
N508,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N50,OTROS TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS,SUBCATEGORIA,1,6715
N509,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N50,OTROS TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS,SUBCATEGORIA,1,6716
N51,TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N51,TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CATEGORIA,1,6717
N510,TRASTORNOS DE PROSTATA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N51,TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6718
N511,TRASTORNOS DEL TESTICULO Y DEL EPIDIDIMO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N51,TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6719
