codigo,descripcion,capitulo,grupo,categoria_codigo,categoria_descripcion,nivel,activo,linea_origen
N512,BALANITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N51,TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6720
N518,OTROS TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N40 - N51) ENFERMEDADES DE LOS ORGANOS GENITALES MASCULINOS,N51,TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6721
N60,DISPLASIA MAMARIA BENIGNA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N60,DISPLASIA MAMARIA BENIGNA,CATEGORIA,1,6723
N600,QUISTE SOLITARIO DE LA MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N60,DISPLASIA MAMARIA BENIGNA,SUBCATEGORIA,1,6724
N601,MASTOPATIA QUISTICA DIFUSA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N60,DISPLASIA MAMARIA BENIGNA,SUBCATEGORIA,1,6725
N602,FIBROADENOSIS DE MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N60,DISPLASIA MAMARIA BENIGNA,SUBCATEGORIA,1,6726
N603,FIBROESCLEROSIS DE MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N60,DISPLASIA MAMARIA BENIGNA,SUBCATEGORIA,1,6727
N604,ECTASIA DE CONDUCTO MAMARIO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N60,DISPLASIA MAMARIA BENIGNA,SUBCATEGORIA,1,6728
N608,OTRAS DISPLASIAS MAMARIAS BENIGNAS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N60,DISPLASIA MAMARIA BENIGNA,SUBCATEGORIA,1,6729
N609,"DISPLASIA MAMARIA BENIGNA, SIN OTRA ESPECIFICACION",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N60,DISPLASIA MAMARIA BENIGNA,SUBCATEGORIA,1,6730
N61,TRASTORNOS INFLAMATORIOS DE LA MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N61,TRASTORNOS INFLAMATORIOS DE LA MAMA,CATEGORIA,1,6731
N61X,TRASTORNOS INFLAMATORIOS DE LA MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N61,TRASTORNOS INFLAMATORIOS DE LA MAMA,SUBCATEGORIA,1,6732
N62,HIPERTROFIA DE LA MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N62,HIPERTROFIA DE LA MAMA,CATEGORIA,1,6733
N62X,HIPERTROFIA DE LA MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N62,HIPERTROFIA DE LA MAMA,SUBCATEGORIA,1,6734
N63,MASA NO ESPECIFICADA EN LA MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N63,MASA NO ESPECIFICADA EN LA MAMA,CATEGORIA,1,6735
N63X,MASA NO ESPECIFICADA EN LA MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N63,MASA NO ESPECIFICADA EN LA MAMA,SUBCATEGORIA,1,6736
N64,OTROS TRASTORNOS DE LA MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N64,OTROS TRASTORNOS DE LA MAMA,CATEGORIA,1,6737
N640,FISURA Y FISTULA DEL PEZON,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N64,OTROS TRASTORNOS DE LA MAMA,SUBCATEGORIA,1,6738
N641,NECROSIS GRASA DE LA MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N64,OTROS TRASTORNOS DE LA MAMA,SUBCATEGORIA,1,6739
N642,ATROFIA DE LA MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N64,OTROS TRASTORNOS DE LA MAMA,SUBCATEGORIA,1,6740
N643,GALACTORREA NO ASOCIADA CON EL PARTO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N64,OTROS TRASTORNOS DE LA MAMA,SUBCATEGORIA,1,6741
N644,MASTODINIA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N64,OTROS TRASTORNOS DE LA MAMA,SUBCATEGORIA,1,6742
N645,OTROS SIGNOS Y SINTOMAS RELATIVOS A LA MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N64,OTROS TRASTORNOS DE LA MAMA,SUBCATEGORIA,1,6743
N648,OTROS TRASTORNOS ESPECIFICADOS DE LA MAMA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N64,OTROS TRASTORNOS DE LA MAMA,SUBCATEGORIA,1,6744
N649,"TRASTORNO DE LA MAMA, NO ESPECIFICADO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N60 -N64) TRASTORNOS DE LA MAMA,N64,OTROS TRASTORNOS DE LA MAMA,SUBCATEGORIA,1,6745
N70,SALPINGITIS Y OOFORITIS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N70,SALPINGITIS Y OOFORITIS,CATEGORIA,1,6747
N700,SALPINGITIS Y OOFORITIS AGUDA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N70,SALPINGITIS Y OOFORITIS,SUBCATEGORIA,1,6748
N701,SALPINGITIS Y OOFORITIS CRONICA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N70,SALPINGITIS Y OOFORITIS,SUBCATEGORIA,1,6749
N709,"SALPINGITIS Y OOFORITIS, NO ESPECIFICADAS",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N70,SALPINGITIS Y OOFORITIS,SUBCATEGORIA,1,6750
N71,"ENFERMEDAD INFLAMATORIA DEL UTERO, EXCEPTO DEL CUELLO UTERINO",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N71,"ENFERMEDAD INFLAMATORIA DEL UTERO, EXCEPTO DEL CUELLO UTERINO",CATEGORIA,1,6751
N710,ENFERMEDAD INFLAMATORIA AGUDA DEL UTERO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N71,"ENFERMEDAD INFLAMATORIA DEL UTERO, EXCEPTO DEL CUELLO UTERINO",SUBCATEGORIA,1,6752
N711,ENFERMEDAD INFLAMATORIA CRONICA DEL UTERO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N71,"ENFERMEDAD INFLAMATORIA DEL UTERO, EXCEPTO DEL CUELLO UTERINO",SUBCATEGORIA,1,6753
N719,"ENFERMEDAD INFLAMATORIA DEL UTERO, NO ESPECIFICADA",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N71,"ENFERMEDAD INFLAMATORIA DEL UTERO, EXCEPTO DEL CUELLO UTERINO",SUBCATEGORIA,1,6754
N72,ENFERMEDAD INFLAMATORIA DEL CUELLO UTERINO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N72,ENFERMEDAD INFLAMATORIA DEL CUELLO UTERINO,CATEGORIA,1,6755
N72X,ENFERMEDAD INFLAMATORIA DEL CUELLO UTERINO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N72,ENFERMEDAD INFLAMATORIA DEL CUELLO UTERINO,SUBCATEGORIA,1,6756
N73,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N73,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,CATEGORIA,1,6757
N730,PARAMETRITIS Y CELULITIS PELVICA AGUDA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N73,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,SUBCATEGORIA,1,6758
N731,PARAMETRITIS Y CELULITIS PELVICA CRONICA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N73,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,SUBCATEGORIA,1,6759
N732,PARAMETRITIS Y CELULITIS PELVICA NO ESPECIFICADA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N73,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,SUBCATEGORIA,1,6760
N733,"PERITONITIS PELVICA AGUDA, FEMENINA",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N73,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,SUBCATEGORIA,1,6761
N734,"PERITONITIS PELVICA CRONICA, FEMENINA",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N73,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,SUBCATEGORIA,1,6762
N735,"PERITONITIS PELVICA FEMENINA, NO ESPECIFICADA",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N73,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,SUBCATEGORIA,1,6763
N736,ADHERENCIAS PERITONEALES PELVICAS FEMENINAS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N73,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,SUBCATEGORIA,1,6764
N738,OTRAS ENFERMEDADES INFLAMATORIAS PELVICAS FEMENINAS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N73,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,SUBCATEGORIA,1,6765
N739,"ENFERMEDAD INFLAMATORIA PELVICA FEMENINA, NO ESPECIFICADA",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N73,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,SUBCATEGORIA,1,6766
N74,TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N74,TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFIFICADAS EN OTRA PARTE,CATEGORIA,1,6767
N740,INFECCION TUBERCULOSA DEL CUELLO DEL UTERO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N74,TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6768
N741,ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR TUBERCULOSIS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N74,TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6769
N742,ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR SIFILIS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N74,TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6770
N743,ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR GONOCOCOS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N74,TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6771
N744,ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR CLAMIDIAS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N74,TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6772
N748,TRASTORNOS INFLAMATORIOS PELVICOS FEMENINOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N74,TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6773
N75,ENFERMEDADES DE LA GLANDULA DE BARTHOLIN,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N75,ENFERMEDADES DE LA GLANDULA DE BARTHOLIN,CATEGORIA,1,6774
N750,QUISTE DE LA GLANDULA DE BARTHOLIN,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N75,ENFERMEDADES DE LA GLANDULA DE BARTHOLIN,SUBCATEGORIA,1,6775
N751,ABSCESO DE LA GLANDULA DE BARTHOLIN,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N75,ENFERMEDADES DE LA GLANDULA DE BARTHOLIN,SUBCATEGORIA,1,6776
N758,OTRAS ENFERMEDADES DE LA GLANDULA DE BARTHOLIN,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N75,ENFERMEDADES DE LA GLANDULA DE BARTHOLIN,SUBCATEGORIA,1,6777
N759,"ENFERMEDAD DE LA GLANDULA DE BARTHOLIN, NO ESPECIFICADA",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N75,ENFERMEDADES DE LA GLANDULA DE BARTHOLIN,SUBCATEGORIA,1,6778
N76,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N76,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA,CATEGORIA,1,6779
N760,VAGINITIS AGUDA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N76,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA,SUBCATEGORIA,1,6780
N761,VAGINITIS SUBAGUDA Y CRONICA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N76,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA,SUBCATEGORIA,1,6781
N762,VULVITIS AGUDA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N76,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA,SUBCATEGORIA,1,6782
N763,VULVITIS SUBAGUDA Y CRONICA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N76,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA,SUBCATEGORIA,1,6783
N764,ABSCESO VULVAR,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N76,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA,SUBCATEGORIA,1,6784
N765,ULCERACION DE LA VAGINA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N76,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA,SUBCATEGORIA,1,6785
N766,ULCERACION DE LA VULVA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N76,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA,SUBCATEGORIA,1,6786
N768,OTRAS INFLAMACIONES ESPECIFICADAS DE LA VAGINA Y DE LA VULVA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N76,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA,SUBCATEGORIA,1,6787
N7681,VAGINOSIS BACTERIANA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N76,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA,SUBCATEGORIA,1,6788
N77,ULCERACION E INFLAMACION VULVOVAGINAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N77,ULCERACION E INFLAMACION VULVOVAGINAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CATEGORIA,1,6789
N770,ULCERACION DE LA VULVA EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N77,ULCERACION E INFLAMACION VULVOVAGINAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6790
N771,"VAGINITIS, VULVITIS Y VULVOVAGINITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N77,ULCERACION E INFLAMACION VULVOVAGINAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6791
N778,ULCERACION E INFLAMACION VULVOVAGINAL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N70 - N77) ENFERMEDADES INFLAMATORIAS DE LOS ORGANOS PELVICOS FEMENINOS,N77,ULCERACION E INFLAMACION VULVOVAGINAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,SUBCATEGORIA,1,6792
N80,ENDOMETRIOSIS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N80 - N98) TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS GENITALES FEMENINOS,N80,ENDOMETRIOSIS,CATEGORIA,1,6794
N800,ENDOMETRIOSIS DEL UTERO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N80 - N98) TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS GENITALES FEMENINOS,N80,ENDOMETRIOSIS,SUBCATEGORIA,1,6795
N801,ENDOMETRIOSIS DEL OVARIO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N80 - N98) TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS GENITALES FEMENINOS,N80,ENDOMETRIOSIS,SUBCATEGORIA,1,6796
N802,ENDOMETRIOSIS DE LA TROMPA DE FALOPIO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N80 - N98) TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS GENITALES FEMENINOS,N80,ENDOMETRIOSIS,SUBCATEGORIA,1,6797
N803,ENDOMETRIOSIS DEL PERITONEO PELVICO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N80 - N98) TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS GENITALES FEMENINOS,N80,ENDOMETRIOSIS,SUBCATEGORIA,1,6798
N804,ENDOMETRIOSIS DEL TABIQUE RECTOVAGINAL Y DE LA VAGINA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N80 - N98) TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS GENITALES FEMENINOS,N80,ENDOMETRIOSIS,SUBCATEGORIA,1,6799
N805,ENDOMETRIOSIS DEL INTESTINO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N80 - N98) TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS GENITALES FEMENINOS,N80,ENDOMETRIOSIS,SUBCATEGORIA,1,6800
N806,ENDOMETRIOSIS EN CICATRIZ CUTANEA,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N80 - N98) TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS GENITALES FEMENINOS,N80,ENDOMETRIOSIS,SUBCATEGORIA,1,6801
N808,OTRAS ENDOMETRIOSIS,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N80 - N98) TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS GENITALES FEMENINOS,N80,ENDOMETRIOSIS,SUBCATEGORIA,1,6802
N809,"ENDOMETRIOSIS, NO ESPECIFICADA",CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N80 - N98) TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS GENITALES FEMENINOS,N80,ENDOMETRIOSIS,SUBCATEGORIA,1,6803
N81,PROLAPSO GENITAL FEMENINO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N80 - N98) TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS GENITALES FEMENINOS,N81,PROLAPSO GENITAL FEMENINO,CATEGORIA,1,6804
N810,URETROCELE FEMENINO,CAPITULO XIV: ENFERMEDADES DEL SISTEMA GENITOURINARIO,(N80 - N98) TRASTORNOS NO INFLAMATORIOS DE LOS ORGANOS GENITALES FEMENINOS,N81,PROLAPSO GENITAL FEMENINO,SUBCATEGORIA,1,6805
